B365H,B365D,B365A,FTHG,FTAG
1.57,3.6,5.5,3,1
2.1,3.2,3.25,0,3
1.9,3.3,3.8,2,2
1.25,5,11,1,0
3.4,3.4,2,0,2
3.3,3.2,2.1,1,1
1.75,3.75,4.5,0,1
2.62,3.3,2.62,1,0
1.66,3.75,5,2,1
2.37,3.4,2.87,1,1
6.5,4,1.45,1,1
2.3,3.3,2.8,1,2
4,3.5,1.8,0,1
2.5,3.25,2.6,0,0
3.1,3.4,2.1,1,0
1.62,3.75,5.75,2,0
1.29,4.5,9.5,5,1
1.91,3.5,4,1,1
1.95,3.5,3.75,0,3
6,3.8,1.57,0,2
1.14,6.5,13,3,0
2.8,3.3,2.38,3,0
3,3.25,2.2,1,0
4,3.4,1.83,0,1
6,4,1.57,2,0
1.5,3.75,6,0,0
1.33,4.33,9,2,0
2,3.2,3.5,1,0
1.44,3.75,7,0,0
3.6,3.3,1.9,0,3
1.83,3.3,4,2,0
1.61,3.5,5,2,1
2.5,3.3,2.5,0,0
3.75,3.5,2,1,1
1.16,6.5,12,4,1
3.75,3.25,1.9,1,1
5.75,3.75,1.53,0,2
2.25,3.25,2.87,0,1
5.25,3.6,1.61,1,2
1.6,3.6,5.25,0,0
3.75,3.25,1.9,2,1
2.75,3.2,2.37,2,0
5,3.75,1.66,0,1
2.1,3.3,3.5,1,2
2.5,3.1,2.9,2,2
1.33,4.5,11,2,0
1.36,4.5,9,4,2
1.2,5.5,13,7,0
1.4,3.8,8.5,5,1
1.67,3.5,4.75,2,3
1.33,4.75,8.5,1,0
2.45,3.4,2.75,4,0
1.2,5.75,11,1,2
2.4,3.4,2.6,1,0
2.9,3.3,2.25,0,1
1.83,3.3,4,1,1
2.25,3.3,2.88,6,2
2.4,3.4,2.6,2,1
2.2,3.4,2.9,3,0
2,3.25,3.5,3,3
1.83,3.5,4.33,0,0
2.5,3.25,2.6,1,1
5,3.6,1.57,0,2
2.1,3.25,3.25,2,3
1.85,3.4,3.8,1,1
1.83,3.3,4,1,1
3.2,3.3,2.1,2,3
1.44,3.8,7.5,0,0
2.1,3.25,3.25,6,1
1.33,4.5,8.5,2,2
1.75,3.5,4.2,0,1
1.25,5,9,1,1
1.57,3.5,5.75,0,1
6,4,1.45,4,0
1.75,3.4,4.33,3,0
2.6,3.2,2.5,2,2
1.65,3.5,5,1,0
2.2,3.25,3,0,1
1.95,3.4,3.5,1,0
1.8,3.5,4,3,1
2.2,3.4,2.88,3,1
1.55,3.75,5.5,2,3
2.1,3.4,3.1,2,2
1.95,3.5,3.3,1,0
2.15,3.3,3.1,1,1
1.62,3.5,5.25,1,1
8.5,3.8,1.4,0,3
2.37,3.2,2.62,1,2
1.28,4.5,8.5,8,1
2.75,3.25,2.25,2,3
2.7,3.2,2.3,0,1
2.62,3.2,2.37,2,1
1.22,5,10,5,0
3,3.25,2.1,3,0
2.7,3.2,2.3,3,0
1.25,5,8.5,3,1
1.61,3.4,5,1,0
1.57,3.6,5,5,0
1.66,3.4,4.5,2,2
3.5,3.25,1.9,1,3
1.8,3.3,3.8,1,1
1.33,4.33,7.5,0,0
5,3.75,1.53,1,2
2.5,3.2,2.5,1,1
5,3.4,1.61,1,0
2.1,3.25,3,0,2
2.1,3.25,3,2,2
3.75,3.25,1.83,3,1
6.5,3.75,1.44,1,3
1.25,5,9,3,0
1.53,3.5,5.5,2,1
4.5,3.4,1.66,0,2
4.2,3.4,1.72,1,4
1.66,3.4,4.5,5,0
1.9,3.25,3.5,1,0
2,3.25,3.25,3,2
2.5,3.2,2.5,3,0
1.9,3.25,3.5,0,1
1.28,4.5,8.5,2,2
1.66,3.4,4.5,3,0
1.66,3.4,4.5,2,1
3.75,3.25,1.83,2,0
2.62,3.2,2.37,0,1
1.83,3.25,3.75,0,0
7,4.33,1.33,0,2
1.57,3.6,5,2,0
1.83,3.25,3.75,4,0
1.2,5.5,10,2,0
1.28,4.5,9,1,0
1.5,3.75,5.5,1,1
2.75,3.25,2.25,0,2
2.3,3.2,2.7,1,0
1.9,3.25,3.5,2,0
2.05,3.25,3.1,3,1
1.65,3.25,5.25,4,3
2.7,3.2,2.37,0,1
1.16,6,11,2,2
1.3,4,10,3,2
1.8,3.4,3.8,4,3
4,3.25,1.8,0,0
4,3.25,1.8,2,3
3,3.2,2.15,1,2
1.36,3.6,8,3,2
2.1,3.2,3,0,2
7,4.33,1.33,0,2
1.65,3.4,4.5,1,0
2.4,3.2,2.62,0,1
3.1,3.1,2.1,1,0
1.4,4,7.5,4,1
4.5,3.2,1.72,2,2
2,3.25,3.2,2,0
1.4,4,7,2,1
1.53,3.4,6,4,1
1.9,3.25,3.5,0,1
2.55,3,2.55,1,3
2.75,3.2,2.3,0,4
1.9,3.25,3.5,4,2
2.2,3.25,2.87,1,0
1.45,3.75,6.5,2,0
1.12,7,15,2,0
1.4,4,6.5,2,1
2,3.2,3.2,1,1
2.37,3.2,2.6,0,0
1.14,6.5,13,7,0
1.72,3.5,4,2,1
2.37,3.25,2.6,2,1
5.5,3.5,1.53,0,4
2.15,3.2,3,2,0
2.55,3.2,2.45,2,2
3.6,3.4,1.83,0,2
7,4,1.36,0,3
1.4,4,6.5,5,1
2.7,3.25,2.3,0,0
2.3,3.25,2.7,1,2
2.25,3.25,2.75,1,0
1.57,3.5,5.25,4,0
1.65,3.4,4.75,1,2
1.9,3.2,3.6,2,2
1.85,3.25,3.6,2,1
1.12,6,17,3,0
1.5,4,4.5,2,1
1.33,4.2,7.5,2,0
10,4.33,1.33,0,3
2.3,3.25,2.7,0,0
7.5,4.2,1.33,0,2
2.55,3.2,2.45,1,1
1.2,5,11,5,0
2.3,3.25,2.62,1,1
1.5,3.5,6,1,1
2.15,3.2,3,0,1
2.15,3.25,2.87,2,1
1.9,3.25,3.5,7,1
2.05,3.25,3.1,4,2
4.75,3.3,1.65,3,5
2.4,3.1,2.7,2,0
3,3.1,2.15,3,2
1.55,3.6,5.25,1,2
1.14,6,13,4,0
2.7,3.1,2.3,0,2
1.36,3.8,8,1,1
2.8,3.1,2.25,0,3
1.36,3.8,7,4,1
2.15,3.25,3,2,0
1.53,3.5,5.5,2,0
2.2,3.1,2.9,6,1
1.16,6,11,5,0
2.05,3.2,3.1,3,1
1.36,4.33,7,2,5
4,3.25,1.8,1,3
4.2,3.4,1.72,4,1
1.7,3.5,4.2,3,2
8,4.5,1.3,3,0
2.1,3.2,3.2,1,3
2.1,3.3,2.9,2,1
2.37,3.25,2.6,0,2
2.8,3.2,2.25,1,1
3.2,3.25,2,0,0
6.5,4.75,1.33,0,1
1.14,6,13,6,0
1.14,6,13,5,0
1.72,3.4,4,4,3
2,3.25,3.3,3,0
1.75,3.5,4.33,1,0
6.5,3.8,1.44,0,2
1.95,3.25,3.4,2,3
1.61,3.4,4.75,2,1
2.05,3.25,3.1,2,0
1.9,3.3,3.4,2,2
1.16,5.5,12,3,1
1.61,3.4,4.75,3,1
3.5,3.3,1.9,1,3
1.07,9,26,3,0
1.9,3.25,3.6,2,1
1.9,3.2,3.75,2,4
2.1,3.2,3.1,0,3
1.22,5,10,2,0
8,5,1.25,1,3
1.75,3.2,4.5,5,1
2.75,3.2,2.3,2,1
2.3,3.2,2.75,0,1
2.75,3.4,2.37,0,1
1.25,5,9,3,2
1.25,5,9,2,0
1.66,3.4,4.5,2,2
1.08,7.5,17,4,0
1.25,5,9,0,0
2.8,3.25,2.25,2,0
5.5,3.6,1.5,4,2
2.62,3.2,2.37,1,1
3.1,3.2,2.1,1,1
1.5,3.5,6.5,0,1
2,3.2,3.4,2,1
1.25,5,9,2,0
2.1,3.2,3.1,1,1
2.2,3.2,2.9,2,1
2.2,3.2,2.9,0,2
3.1,3.2,2.1,3,0
1.44,3.75,6.5,0,0
6,4,1.5,1,3
1.7,3.6,4.2,0,0
4.75,3.75,1.53,2,2
1.08,7.5,21,2,1
3.75,3.5,1.83,3,0
2.62,3.25,2.37,0,2
1.25,5,9,2,2
2.7,3.4,2.25,2,2
2.3,3.4,2.87,0,2
6.5,4.2,1.44,1,3
2.55,3.2,2.5,0,0
1.28,5,10,3,1
1.5,3.6,5.75,2,1
3.8,3.4,1.83,1,2
1.3,5,9,2,0
3.8,3.3,1.95,4,1
1.75,3.4,4.75,2,1
2,3.3,3.6,3,2
1.3,4.75,9.5,5,1
1.18,5.25,12,3,0
2.05,3.3,3.2,2,1
1.36,4,7.5,1,0
2.9,3.4,2.1,0,0
1.22,5,11,3,1
4.33,3.5,1.7,2,3
6,3.6,1.5,2,0
1.3,4.5,8.5,3,1
2.37,3.25,2.9,1,1
5,3.6,1.65,1,2
2.1,3.2,3.1,2,2
1.66,3.3,4.75,2,1
1.75,3.4,4.75,2,3
1.65,3.6,5,4,1
2.9,3.2,2.15,1,1
2.7,3.25,2.5,2,2
1.83,3.3,4.33,1,1
3.75,3.4,1.9,0,2
1.12,7,13,2,0
1.66,3.5,4.5,0,0
1.83,3.4,3.8,1,0
1.9,3.3,3.5,2,0
7,4,1.4,1,2
6.5,3.75,1.44,1,1
1.9,3.4,3.4,3,0
1.9,3.2,3.75,1,0
1.95,3.4,3.6,3,1
1.8,3.5,4.33,2,1
9,4.33,1.36,0,2
1.75,3.4,4,1,0
2.05,3.4,3.3,0,0
1.1,8,23,2,2
1.6,3.6,5.75,2,0
4.75,3.6,1.7,1,1
2.4,3.4,2.4,1,2
1.85,3.2,3.75,3,0
1.25,4.5,11,1,0
1.9,3.3,3.5,1,0
1.7,3.5,4.33,0,0
1.25,4.5,11,0,0
2.3,3.3,2.7,1,1
4.75,3.3,1.66,3,3
3.2,3.25,2.05,0,2
2.55,3.25,2.45,3,1
3.6,3.2,2.05,0,3
2.05,3.3,3.1,3,1
1.14,7,17,2,0
1.4,3.75,7,2,3
2.1,3.25,3.4,0,0
1.28,5,10,0,1
1.65,3.6,5.25,1,1
1.95,3.2,3.5,3,1
4,3.5,1.75,0,4
1.75,3.6,4.5,0,0
1.44,4.2,7,1,0
1.55,3.6,5.25,1,1
2.3,3.2,2.7,0,4
2.8,3.2,2.25,3,0
1.66,3.4,5.5,0,0
9.5,5,1.28,0,0
2.25,3.4,3,1,4
1.55,3.8,5.75,2,2
2.7,3.2,2.6,3,2
1.95,3.5,3.5,2,4
1.65,3.6,5,4,2
1.5,4,5.75,0,1
1.33,5,8,0,0
2.9,3.2,2.2,1,1
5.5,3.75,1.5,0,0
2.1,3.25,3.4,1,5
1.85,3.3,3.75,2,0
1.85,3.4,4.2,0,1
1.22,5,12,2,0
5,3.5,1.7,1,1
2.2,3.3,2.87,1,0
1.14,6,15,3,0
2.05,3.2,3.1,3,1
2.8,3.25,2.25,2,2
1.53,3.75,6.5,3,0
2.8,3.2,2.5,0,1
1.72,3.75,4.33,3,0
1.22,5,9.5,1,1
5,3.6,1.66,2,1
1.5,3.6,6.5,2,0
1.72,3.5,4.75,0,4
4.5,3.5,1.66,1,4
1.22,4.75,11,1,1
1.7,3.4,4.5,3,0
8.5,4.75,1.33,2,2
1.22,6,11,2,0
2.5,3.25,2.7,1,1
3.25,3.5,2.1,0,2
2.1,3.25,3,0,3
1.61,3.8,5,2,0
1.28,4.5,8.5,1,0
1.75,3.3,4.2,4,1
3.6,3.3,2,4,1
3,3.4,2.05,1,3
1.14,6,13,5,2
1.33,4,8,3,1
1.6,3.5,4.75,1,1
1.7,3.4,4.33,3,2
2.25,3.25,2.75,0,2
5,3.6,1.57,1,1
2.9,3.1,2.2,1,1
1.85,3.4,3.6,1,1
4.75,3.4,1.66,1,3
10,5.5,1.2,3,2
2,3.2,3.25,0,2
2.1,3.25,2.87,5,1
1.5,3.75,5.5,3,2
1.12,7,12,5,1
1.33,4.33,7.5,7,0
1.8,3.5,3.6,1,0
1.61,3.4,5,2,1
8.5,5,1.25,0,2
1.36,4,7,3,0
8,4.5,1.28,1,1
2.1,3.2,3,2,0
2,3.2,3.2,2,2
1.83,3.4,3.5,1,2
1.44,3.75,6,2,0
1.66,3.4,4.33,1,0
2,3.4,3,0,0
1.9,3.5,3.75,1,0
1.72,3.4,4,1,2
1.83,3.2,3.75,5,4
8.5,4.5,1.28,0,2
1.61,3.5,4.5,0,1
1.25,5,8.5,2,1
5.5,3.6,1.5,1,3
2.75,3.2,2.25,1,2
2,3.2,3.2,2,1
3,3.3,2.1,1,0
2.1,3.25,3,1,3
2.37,3.3,2.5,1,0
2.5,3.3,2.37,0,5
1.8,3.4,3.75,1,2
2.25,3.25,2.75,2,1
4.33,3.3,1.72,0,3
2.5,3.3,2.4,1,1
2.25,3.25,2.75,1,3
2.1,3.25,3,2,0
1.2,5,11,7,0
1.57,3.6,5,1,2
1.25,5,9,1,0
5.5,3.4,1.57,0,2
1.25,5,9,3,0
1.72,3.25,4.33,0,1
1.72,3.5,4,4,1
1.83,3.25,3.75,0,1
2.5,3.25,2.5,0,0
2.5,3.25,2.5,0,2
2.1,3.5,2.8,1,1
2.25,3.25,2.75,1,1
2.5,3.25,2.5,4,2
1.4,3.75,7,5,1
6,3.5,1.5,1,0
1.72,3.5,4,0,2
2.2,3.25,2.8,1,0
1.16,5.5,11,2,2
1.72,3.4,4.2,2,1
1.28,4.5,9,4,1
1.16,6,11,2,0
1.83,3.25,3.75,2,0
1.66,3.4,4.5,2,3
1.8,3.4,3.75,1,0
3.75,3.25,1.83,2,1
2.2,3.25,2.8,2,0
3.75,3.25,1.83,1,3
2.87,3.2,2.2,1,2
2.5,3.2,2.5,2,1
2.2,3.2,2.87,3,2
1.33,4.33,7.5,3,2
2.2,3.2,2.87,2,0
4,3.25,1.8,2,3
2.37,3.2,2.62,0,4
5.5,3.6,1.53,1,2
4.33,3.25,1.72,3,1
1.83,3.4,3.75,0,0
1.22,5.5,11,0,0
1.9,3.3,3.5,0,3
1.8,3.4,4,3,0
2.1,3.25,3.2,2,0
1.28,5,8.5,4,1
1.72,3.4,4.33,3,1
2.1,3.3,3,2,1
1.72,3.5,4.33,3,1
2.25,3.4,2.6,0,2
2.1,3.2,3,1,1
2.75,3.25,2.2,0,3
2.2,3.25,2.75,2,3
1.4,3.75,7,5,1
1.8,3.4,3.6,3,1
1.9,3.25,3.4,1,1
1.9,3.25,3.4,1,0
3.4,3.25,1.9,2,1
1.4,4.33,7.5,0,0
4.2,3.5,1.72,0,2
4.5,3.4,1.66,0,1
1.61,3.75,4.5,5,1
1.9,3.3,3.6,4,1
2,3.3,3.3,1,0
1.8,3.3,4,0,0
1.5,3.75,6,4,1
4.33,3.5,1.66,1,3
3.6,3.4,1.83,1,1
1.16,6,11,2,2
1.2,5.5,11,3,0
1.9,3.4,3.5,3,3
1.8,3.3,4,3,1
1.36,4,7.5,0,0
1.83,3.4,3.75,4,0
4.5,3.3,1.72,1,0
1.53,3.75,5,1,1
2.5,3.2,2.5,3,4
1.44,3.75,6.5,2,0
2.37,3.2,2.62,0,1
1.9,3.25,3.5,0,1
4.33,3.25,1.72,4,4
3.75,3.2,1.83,0,0
1.83,3.3,3.75,3,0
3.75,3.3,1.8,2,3
2.6,3.2,2.4,1,2
1.4,3.75,7.5,2,0
1.25,4.5,11,7,1
1.28,4.33,9.5,2,0
1.14,6,13,3,0
3.1,3.2,2.1,1,0
2,3.2,3.2,4,2
1.83,3.3,3.6,2,2
1.72,3.4,4.33,2,0
1.72,3.4,4.33,1,0
2.37,3.25,2.62,0,1
1.61,3.5,5,2,1
1.2,5.5,11,3,0
10,5,1.22,2,2
1.5,3.5,6.5,4,1
2,3.3,3.3,1,0
2.3,3.25,2.75,1,0
1.9,3.4,3.5,2,3
2.1,3.3,3,0,1
1.66,3.4,4.5,3,0
1.5,3.6,6,3,3
1.72,3.4,4.2,2,1
3.25,3.25,2,1,3
2.5,3.2,2.75,1,0
1.72,3.4,4.2,0,2
2.87,3.2,2.2,0,2
1.57,3.6,5,3,2
2.6,3.2,2.4,0,1
2.75,3.25,2.25,1,0
1.72,3.4,4.2,3,1
1.16,6.5,15,4,1
3,3.25,2.1,0,2
1.44,3.75,6.5,3,0
5.5,3.75,1.57,2,1
2.1,3.25,3,3,0
2.5,3.2,2.5,1,1
3.8,3.4,1.9,0,2
1.9,3.3,3.5,2,0
4.33,3.3,1.72,0,2
1.44,3.6,7,4,1
1.57,3.4,5,1,1
1.4,3.75,7.5,3,2
1.72,3.3,4.33,3,1
1.8,3.25,4,2,1
2.1,3.25,3,2,2
1.16,6.5,15,6,1
1.16,6,19,1,1
4,3.4,1.72,1,2
3,3.3,2.25,4,2
2.75,3.25,2.25,3,1
2,3.25,3.25,1,3
2.25,3.25,2.75,1,2
2.25,3.25,2.75,1,2
2.25,3.25,2.75,2,0
5,3.5,1.57,0,2
2.25,3.25,2.75,0,4
1.25,5,8,1,1
1.28,4.5,9,1,1
2.5,3.2,2.5,2,3
6.5,4.5,1.33,0,1
4.33,3.3,1.83,0,1
2.5,3.2,2.5,1,1
1.16,5.5,13,3,1
2.5,3.2,2.5,1,3
1.2,5.5,11,2,0
1.33,4,9,1,1
1.5,3.5,6,0,0
2.62,3.2,2.37,1,2
1.5,3.5,6,2,1
1.28,4.5,9,0,0
1.61,3.4,5,5,0
3.5,3.25,1.9,2,3
1.61,3.4,5,2,2
3.25,3.25,2,1,4
3.5,3.5,1.83,0,2
2.5,3.2,2.5,1,0
2.7,3.2,2.3,2,2
1.5,3.5,6,1,4
7.5,4,1.36,0,2
1.61,3.4,5,3,2
4.75,3.6,1.57,0,4
2,3.25,3.25,0,1
1.5,3.6,5.5,3,1
1.4,4,6.5,1,1
1.57,3.4,5.5,0,0
1.9,3.25,3.5,0,0
1.25,5,9,3,2
1.83,3.25,3.75,3,2
1.44,3.75,6.5,3,0
2.37,3.4,2.5,3,0
2.25,3.25,2.75,1,3
8,5,1.25,0,5
2.62,3.2,2.37,1,0
1.2,5,11,1,0
2.1,3.2,3,0,3
2.62,3.2,2.37,1,1
3.6,3.4,1.8,1,2
1.9,3.25,3.5,1,0
4,3.4,1.72,1,2
1.66,3.4,4.33,1,2
5,3.75,1.53,0,1
1.8,3.25,4,4,1
1.16,6,11,1,0
2.2,3.25,2.8,1,0
1.61,3.4,5,1,0
5,3.4,1.61,1,2
4.5,3.4,1.66,3,3
4.2,3.3,1.72,1,2
2,3.25,3.25,1,1
1.72,3.4,4.2,0,3
5,3.4,1.61,1,3
1.66,3.4,4.5,1,0
2.4,3.2,2.6,2,1
1.12,6.5,15,6,0
1.5,3.6,6,2,3
1.25,4.5,11,4,0
1.8,3.25,4,1,3
2.37,3.2,2.62,2,0
4.5,3.4,1.66,2,0
2.25,3.25,2.75,0,0
2.5,3.4,2.37,2,0
1.83,3.25,3.75,3,2
2.62,3.3,2.5,1,2
3.25,3.25,2,1,1
1.61,3.4,5,2,1
4.5,3.6,1.61,1,3
1.83,3.25,3.75,2,1
3.5,3.4,1.83,0,2
1.5,3.5,6,2,1
1.36,4,7.5,4,1
2.1,3.25,3,1,3
3,3.25,2.1,5,0
1.25,4.5,10,6,0
1.5,3.75,5.5,3,0
1.72,3.4,4.2,2,0
1.8,3.4,3.75,3,0
1.57,3.75,4.5,1,0
2.5,3.2,2.5,0,0
2.7,3.25,2.3,2,1
1.66,3.4,4.5,2,0
1.53,3.75,5,1,1
1.2,5.5,10,1,1
2.1,3.2,3.1,2,0
1.4,3.75,7,5,1
4.2,3.4,1.72,1,3
2.25,3.2,2.8,2,2
2.5,3.2,2.5,1,1
1.8,3.3,3.75,2,1
2.1,3.25,3,1,0
1.22,5,10,1,0
2.37,3.2,2.62,1,0
3.4,3.4,1.9,3,2
5.5,3.6,1.5,1,1
2.62,3.2,2.37,0,1
1.61,3.5,4.5,3,1
2.2,3.2,2.87,2,2
2.2,3.2,2.87,1,2
7.5,3.75,1.4,0,3
1.28,4.5,9,1,1
1.2,5.5,10,0,2
1.33,4.33,7.5,5,1
1.5,3.75,5.5,1,0
3.5,3.25,1.9,0,1
1.57,3.5,5,3,1
1.83,3.4,3.6,1,1
2.1,3.2,3,1,0
2.3,3.2,2.75,4,1
12,7,1.12,1,2
1.4,3.75,7,4,2
1.8,3.3,3.8,2,1
3,3.2,2.1,2,1
1.33,4.33,7.5,3,2
3.25,3.2,2.2,1,1
2.3,3.25,2.7,2,1
1.44,3.75,6.5,5,0
1.8,3.25,4,0,2
2.1,3.25,3,1,0
1.33,4.33,7.5,1,1
1.72,3.4,4.2,2,0
2.4,3.2,2.6,1,0
2.7,3.25,2.3,2,2
1.36,4,7,2,1
1.44,3.75,6.5,0,0
2,3.2,3.2,2,1
2.62,3.2,2.37,4,2
2.1,3.2,3,0,3
1.83,3.3,3.6,1,1
4.5,3.5,1.61,1,2
1.72,3.5,4,3,2
3.75,3.25,1.8,4,3
2.1,2.75,3.6,0,2
1.1,7.5,13,2,0
2.75,3.25,2.25,2,4
2.5,3.5,2.3,2,6
1.44,3.75,6.5,2,1
2.25,3.4,2.62,1,1
1.2,5.5,9.5,1,4
2.25,3.4,2.62,1,1
5,3.2,1.66,2,4
3.4,3.5,1.833,2,2
1.8,3.4,3.6,3,1
1.571,3.5,5,1,0
1.909,3.4,3.25,1,0
1.333,4,8,2,1
2.4,3.4,2.4,1,0
1.533,3.4,5.5,1,0
4,3.4,1.727,1,2
3.6,3.4,1.8,0,1
1.909,3.4,3.25,3,0
2.375,3.5,2.375,1,1
2.6,3.4,2.25,1,0
1.667,3.4,4.333,2,0
1.167,5.5,11,6,1
6,3.75,1.444,0,1
2.2,3.4,2.625,1,3
2.25,3.4,2.6,3,0
2.375,3.5,2.375,0,3
2,3.4,3,1,2
2.375,3.25,2.5,2,0
1.4,3.75,7,0,2
5,3.6,1.533,0,2
1.1,7,13,1,0
1.364,4,7,2,1
1.833,3.2,3.75,2,0
2.1,3.2,3,0,1
1.5,3.75,5,3,0
1.72,3.6,3.75,1,1
1.28,4.5,8,4,1
1.44,3.75,6,1,0
1.2,5,11,2,1
1.9,3.4,3.25,1,1
3,3.4,2,0,0
3,3.4,2,2,2
1.8,3.4,3.6,1,1
1.8,3.4,3.6,2,1
2.75,3.2,2.25,2,3
2.2,3.4,2.75,3,1
2.2,3.2,2.8,1,2
2.25,3.4,2.62,2,1
2.4,3.4,2.4,1,1
1.4,3.75,7,2,1
2.37,3.4,2.5,1,3
2.1,3.4,2.87,1,1
4.5,3.5,1.61,4,2
1.72,3.5,4,3,0
1.25,5,8,0,1
1.66,3.4,4.33,1,1
1.25,5,8,6,0
1.61,3.5,4.5,1,2
1.61,3.5,4.5,0,0
1.72,3.5,4,1,3
1.8,3.4,3.6,2,0
5,4,1.5,0,3
2,3.4,3,3,5
1.83,3.25,3.75,2,0
7.5,4.33,1.33,0,4
1.61,3.5,4.5,1,0
1.66,3.4,4.33,1,2
2,3.4,3,0,2
1.25,4.5,10,2,0
5,3.5,1.57,1,3
1.9,3.4,3.25,2,2
1.1,7,13,5,1
1.3,4.33,8,2,0
2.1,3.3,2.87,0,0
1.66,3.4,4.33,2,2
2,3.4,3,0,3
2.8,3.4,2.1,1,1
1.66,3.4,4.33,5,3
2.37,3.25,2.5,0,3
2,3.2,3.2,1,2
3.25,3.4,1.9,2,1
1.25,5,8,4,0
2.4,3.25,2.5,1,1
1.83,3.4,3.5,2,1
1.5,3.6,5.5,1,2
1.8,3.4,3.75,1,2
1.28,4.5,8,2,1
2.2,3.2,2.8,2,2
1.83,3.25,3.75,2,2
1.53,3.6,5,5,1
1.3,4.33,8,3,2
4.33,3.4,1.66,1,3
2.1,3.4,2.8,1,0
1.72,3.4,4,2,2
4,3.4,1.72,3,3
2.37,3.25,2.5,2,1
2,3.4,3,4,1
3,3.4,2,1,0
2.3,3.4,2.5,2,2
1.25,5,8,1,1
2.5,3.25,2.37,1,2
1.2,5,11,1,1
1.83,3.25,3.6,2,1
7,3.75,1.4,1,4
1.72,3.4,4,2,3
2,3.4,3,1,0
5.5,3.6,1.5,1,3
1.83,3.4,3.5,1,1
1.9,3.4,3.25,1,5
1.28,4.5,8,3,0
5,3.75,1.53,2,3
1.53,3.75,5,6,0
2.62,3.25,2.3,0,2
1.28,4.5,8,3,1
2.1,3.25,3,1,1
1.66,3.4,4.33,4,0
2,3.4,3,2,0
2.2,3.25,2.75,1,1
1.83,3.4,3.5,2,1
1.66,3.4,4.33,3,0
8,4.5,1.28,0,4
1.57,3.5,5,2,0
2.37,3.3,2.5,3,1
2.5,3.3,2.37,1,1
1.57,3.5,5,2,1
1.44,3.75,6,2,0
2.5,3.25,2.37,2,0
2,3.4,3,1,1
1.14,6,12,7,0
1.83,3.4,3.5,0,2
1.2,5,11,4,1
2.1,3.4,2.87,2,3
2.3,3.4,2.5,1,0
1.61,3.5,4.5,5,2
1.727,3.5,4,2,2
2.5,3.4,2.3,0,1
1.2,5,11,3,1
2.3,3.4,2.5,1,1
3,3.4,2,4,2
1.2,5,11,1,0
2,3.2,3.2,2,0
3.2,3.2,2,0,6
2.375,3.3,2.5,1,1
1.909,3.4,3.25,2,1
2,3.4,3,3,2
1.5,3.75,5.5,1,0
6,3.75,1.444,0,0
2.2,3.4,2.625,1,2
4,3.6,1.667,2,0
1.364,4,7,3,0
3,3.4,2,0,0
4.5,3.5,1.61,1,2
1.36,4,7,0,1
1.53,3.6,5,3,2
1.72,3.4,4,2,1
2.3,3.4,2.5,0,1
1.83,3.4,3.5,2,3
2.7,3.25,2.25,0,3
1.2,5.5,9,1,0
1.44,3.75,6,3,2
5,3.8,1.5,0,2
1.8,3.3,3.75,0,0
3.6,3.4,1.8,1,2
1.1,6.5,17,5,1
1.57,3.5,5,0,0
1.72,3.4,4,0,1
2.37,3.3,2.5,0,4
1.143,5.5,15,3,0
2.3,3.2,2.625,3,1
2,3.2,3.2,1,2
1.1,6.5,15,4,0
1.4,3.75,7,3,2
1.571,3.5,5,0,1
1.727,3.4,4,1,1
3.25,3.4,1.909,1,1
2,3.2,3.2,1,3
1.4,3.75,7,3,0
1.667,3.4,4.333,3,4
1.25,4.5,10,2,0
2.25,3,3,2,1
2.2,3.2,2.8,2,0
4,3.5,1.727,0,0
1.571,3.5,5,1,0
2.25,3.2,2.75,3,1
1.44,3.75,6,0,3
2.2,3.25,2.75,1,4
1.9,3.4,3.25,2,2
2.37,3.3,2.5,0,0
1.833,3.4,3.5,1,1
2.25,3.2,2.75,0,0
1.25,4.5,10,1,0
2.4,3.25,2.5,1,2
4.5,3.5,1.615,2,2
2.25,3.2,2.75,4,0
8,4.5,1.286,0,2
1.4,3.75,7,2,0
1.333,4,8,1,0
1.615,3.5,4.5,2,1
3.75,3.3,1.8,3,2
2,3.2,3.2,1,2
2.8,3.4,2.1,2,1
1.25,5,8,1,0
2.1,3.2,3,1,2
2.7,3.25,2.25,1,0
4.5,3.5,1.61,4,1
1.72,3.4,4,1,1
2.375,3.25,2.5,1,1
2.5,3.25,2.4,1,2
2.25,3.4,2.6,1,1
2.25,3.25,2.75,4,1
2.1,3.4,2.875,1,2
1.333,4.333,7,1,2
4.5,3.5,1.615,1,0
2.375,3.2,2.625,0,2
2.625,3.2,2.375,0,3
2.1,3.25,3,0,1
2.875,3.25,2.1,2,3
2.1,3.25,3,1,2
1.25,5,8.5,1,1
4.5,3.25,1.667,0,1
1.667,3.4,4.333,2,0
1.615,3.5,4.5,2,2
4,3.5,1.727,0,4
2.4,3.25,2.5,0,0
1.615,3.5,4.5,2,5
1.222,5,9.5,2,1
1.4,3.75,7,3,1
1.8,3.3,3.75,1,0
1.286,4.5,8,4,2
1.615,3.5,4.5,1,2
1.667,3.3,4.5,0,1
2.2,3.2,2.8,1,0
2.1,3.2,3,1,1
2.75,3.25,2.2,0,0
2.75,3.25,2.2,0,2
1.3,4.5,7.5,1,1
1.909,3.25,3.4,6,1
2.1,3.4,2.8,3,0
1.167,5.5,12,5,0
1.364,4,7,1,0
1.727,3.4,4,0,0
